len,count,missing,max
46767 , 569256 , 63 , 1138642
46768 , 569266 , 55 , 1138646
46769 , 569280 , 87 , 1138738
46770 , 569296 , 119 , 1138834
46771 , 569314 , 103 , 1138838
46772 , 569325 , 96 , 1138846
46773 , 569341 , 88 , 1138862
46774 , 569354 , 91 , 1138894
46775 , 569375 , 84 , 1138922
46776 , 569390 , 87 , 1138958
46777 , 569405 , 90 , 1138994
46778 , 569423 , 82 , 1139014
46779 , 569438 , 93 , 1139066
46780 , 569456 , 115 , 1139146
46781 , 569470 , 107 , 1139158
46782 , 569489 , 90 , 1139162
46783 , 569503 , 94 , 1139198
46784 , 569518 , 83 , 1139206
46785 , 569534 , 73 , 1139218
46786 , 569546 , 69 , 1139234
46787 , 569560 , 61 , 1139246
46788 , 569572 , 85 , 1139318
46789 , 569586 , 75 , 1139326
46790 , 569598 , 71 , 1139342
46791 , 569608 , 73 , 1139366
46792 , 569625 , 84 , 1139422
46793 , 569636 , 75 , 1139426
46794 , 569653 , 62 , 1139434
46795 , 569666 , 61 , 1139458
46796 , 569676 , 53 , 1139462
46797 , 569690 , 55 , 1139494
46798 , 569701 , 56 , 1139518
46799 , 569713 , 56 , 1139542
46800 , 569725 , 46 , 1139546
46801 , 569738 , 57 , 1139594
46802 , 569748 , 59 , 1139618
46803 , 569762 , 49 , 1139626
46804 , 569774 , 43 , 1139638
46805 , 569786 , 43 , 1139662
46806 , 569798 , 39 , 1139678
46807 , 569807 , 34 , 1139686
46808 , 569818 , 31 , 1139702
46809 , 569828 , 31 , 1139722
46810 , 569836 , 31 , 1139738
46811 , 569846 , 39 , 1139774
46812 , 569857 , 34 , 1139786
46813 , 569867 , 28 , 1139794
46814 , 569877 , 24 , 1139806
46815 , 569886 , 39 , 1139854
46816 , 569895 , 42 , 1139878
46817 , 569903 , 52 , 1139914
46818 , 569918 , 63 , 1139966
46819 , 569932 , 67 , 1140002
46820 , 569945 , 66 , 1140026
46821 , 569959 , 68 , 1140058
46822 , 569972 , 67 , 1140082
46823 , 569985 , 56 , 1140086
46824 , 569995 , 50 , 1140094
46825 , 570010 , 37 , 1140098
46826 , 570019 , 50 , 1140142
46827 , 570027 , 48 , 1140154
46828 , 570039 , 38 , 1140158
46829 , 570047 , 34 , 1140166
46830 , 570062 , 27 , 1140182
46831 , 570071 , 34 , 1140214
46832 , 570080 , 27 , 1140218
46833 , 570086 , 25 , 1140226
46834 , 570097 , 32 , 1140262
46835 , 570105 , 32 , 1140278
46836 , 570111 , 48 , 1140322
46837 , 570122 , 49 , 1140346
46838 , 570139 , 40 , 1140362
46839 , 570146 , 43 , 1140382
46840 , 570158 , 57 , 1140434
46841 , 570165 , 54 , 1140442
46842 , 570176 , 55 , 1140466
46843 , 570193 , 58 , 1140506
46844 , 570210 , 117 , 1140658
46845 , 570222 , 135 , 1140718
46846 , 570245 , 126 , 1140746
46847 , 570266 , 111 , 1140758
46848 , 570277 , 110 , 1140778
46849 , 570293 , 96 , 1140782
46850 , 570306 , 95 , 1140806
46851 , 570324 , 81 , 1140814
46852 , 570341 , 70 , 1140826
46853 , 570348 , 69 , 1140838
46854 , 570360 , 59 , 1140842
46855 , 570374 , 85 , 1140922
46856 , 570388 , 73 , 1140926
46857 , 570398 , 67 , 1140934
46858 , 570417 , 68 , 1140974
46859 , 570429 , 60 , 1140982
46860 , 570438 , 57 , 1140994
46861 , 570450 , 47 , 1140998
46862 , 570460 , 47 , 1141018
46863 , 570470 , 39 , 1141022
46864 , 570479 , 46 , 1141054
46865 , 570488 , 39 , 1141058
46866 , 570495 , 42 , 1141078
46867 , 570506 , 39 , 1141094
46868 , 570519 , 32 , 1141106
46869 , 570528 , 39 , 1141138
46870 , 570535 , 50 , 1141174
46871 , 570550 , 49 , 1141202
46872 , 570562 , 49 , 1141226
46873 , 570573 , 62 , 1141274
46874 , 570582 , 59 , 1141286
46875 , 570592 , 55 , 1141298
46876 , 570608 , 49 , 1141318
46877 , 570619 , 46 , 1141334
46878 , 570636 , 33 , 1141342
46879 , 570646 , 29 , 1141354
46880 , 570657 , 24 , 1141366
46881 , 570668 , 27 , 1141394
46882 , 570679 , 38 , 1141438
46883 , 570691 , 40 , 1141466
46884 , 570701 , 34 , 1141474
46885 , 570709 , 32 , 1141486
46886 , 570721 , 58 , 1141562
46887 , 570732 , 87 , 1141642
46888 , 570742 , 83 , 1141654
46889 , 570755 , 82 , 1141678
46890 , 570772 , 67 , 1141682
46891 , 570783 , 66 , 1141702
46892 , 570797 , 54 , 1141706
46893 , 570814 , 43 , 1141718
46894 , 570829 , 50 , 1141762
46895 , 570839 , 46 , 1141774
46896 , 570851 , 48 , 1141802
46897 , 570863 , 54 , 1141838
46898 , 570875 , 60 , 1141874
46899 , 570885 , 62 , 1141898
46900 , 570899 , 58 , 1141918
46901 , 570910 , 49 , 1141922
46902 , 570921 , 44 , 1141934
46903 , 570932 , 57 , 1141982
46904 , 570946 , 53 , 1142002
46905 , 570961 , 56 , 1142038
46906 , 570973 , 56 , 1142062
46907 , 570983 , 52 , 1142074
46908 , 570992 , 55 , 1142098
46909 , 571007 , 60 , 1142138
46910 , 571023 , 68 , 1142186
46911 , 571033 , 64 , 1142198
46912 , 571042 , 67 , 1142222
46913 , 571062 , 69 , 1142266
46914 , 571077 , 68 , 1142294
46915 , 571093 , 62 , 1142314
46916 , 571104 , 57 , 1142326
46917 , 571119 , 78 , 1142398
46918 , 571132 , 67 , 1142402
46919 , 571143 , 66 , 1142422
46920 , 571157 , 64 , 1142446
46921 , 571167 , 60 , 1142458
46922 , 571179 , 50 , 1142462
46923 , 571191 , 68 , 1142522
46924 , 571204 , 61 , 1142534
46925 , 571215 , 62 , 1142558
46926 , 571230 , 71 , 1142606
46927 , 571243 , 76 , 1142642
46928 , 571258 , 71 , 1142662
46929 , 571268 , 69 , 1142678
46930 , 571280 , 87 , 1142738
46931 , 571291 , 88 , 1142762
46932 , 571308 , 87 , 1142794
46933 , 571317 , 80 , 1142798
46934 , 571331 , 76 , 1142818
46935 , 571346 , 85 , 1142866
46936 , 571364 , 87 , 1142906
46937 , 571372 , 97 , 1142942
46938 , 571384 , 91 , 1142954
46939 , 571396 , 133 , 1143062
46940 , 571415 , 124 , 1143082
46941 , 571428 , 149 , 1143158
46942 , 571451 , 130 , 1143166
46943 , 571471 , 116 , 1143178
46944 , 571487 , 112 , 1143202
46945 , 571504 , 97 , 1143206
46946 , 571518 , 113 , 1143266
46947 , 571532 , 123 , 1143314
46948 , 571554 , 117 , 1143346
46949 , 571576 , 101 , 1143358
46950 , 571596 , 101 , 1143398
46951 , 571610 , 97 , 1143418
46952 , 571626 , 89 , 1143434
46953 , 571642 , 77 , 1143442
46954 , 571655 , 84 , 1143482
46955 , 571668 , 81 , 1143502
46956 , 571680 , 77 , 1143518
46957 , 571693 , 82 , 1143554
46958 , 571700 , 81 , 1143566
46959 , 571713 , 74 , 1143578
46960 , 571732 , 65 , 1143598
46961 , 571741 , 58 , 1143602
46962 , 571756 , 53 , 1143622
46963 , 571768 , 71 , 1143682
46964 , 571784 , 61 , 1143694
46965 , 571793 , 58 , 1143706
46966 , 571805 , 54 , 1143722
46967 , 571815 , 50 , 1143734
46968 , 571827 , 42 , 1143742
46969 , 571837 , 34 , 1143746
46970 , 571846 , 29 , 1143754
46971 , 571859 , 42 , 1143806
46972 , 571869 , 62 , 1143866
46973 , 571878 , 59 , 1143878
46974 , 571888 , 79 , 1143938
46975 , 571905 , 66 , 1143946
46976 , 571921 , 100 , 1144046
46977 , 571939 , 86 , 1144054
46978 , 571952 , 87 , 1144082
46979 , 571969 , 80 , 1144102
46980 , 571979 , 72 , 1144106
46981 , 571993 , 64 , 1144118
46982 , 572005 , 56 , 1144126
46983 , 572015 , 52 , 1144138
46984 , 572030 , 55 , 1144174
46985 , 572040 , 51 , 1144186
46986 , 572053 , 52 , 1144214
46987 , 572065 , 70 , 1144274
46988 , 572076 , 83 , 1144322
46989 , 572096 , 79 , 1144354
46990 , 572107 , 70 , 1144358
46991 , 572119 , 62 , 1144366
46992 , 572132 , 73 , 1144414
46993 , 572147 , 84 , 1144466
46994 , 572161 , 76 , 1144478
46995 , 572175 , 74 , 1144502
46996 , 572184 , 83 , 1144538
46997 , 572196 , 83 , 1144562
46998 , 572210 , 91 , 1144606
46999 , 572225 , 84 , 1144622
47000 , 572242 , 77 , 1144642
47001 , 572254 , 67 , 1144646
47002 , 572263 , 64 , 1144658
47003 , 572276 , 55 , 1144666
47004 , 572291 , 64 , 1144714
47005 , 572306 , 79 , 1144774
47006 , 572320 , 77 , 1144798
47007 , 572330 , 85 , 1144834
47008 , 572343 , 74 , 1144838
47009 , 572356 , 65 , 1144846
47010 , 572371 , 64 , 1144874
47011 , 572383 , 64 , 1144898
47012 , 572393 , 66 , 1144922
47013 , 572413 , 56 , 1144942
47014 , 572423 , 54 , 1144958
47015 , 572432 , 57 , 1144982
47016 , 572441 , 54 , 1144994
47017 , 572460 , 57 , 1145038
47018 , 572472 , 47 , 1145042
47019 , 572484 , 63 , 1145098
47020 , 572496 , 69 , 1145134
47021 , 572508 , 63 , 1145146
47022 , 572521 , 58 , 1145162
47023 , 572534 , 51 , 1145174
47024 , 572544 , 51 , 1145194
47025 , 572553 , 44 , 1145198
47026 , 572568 , 39 , 1145218
47027 , 572577 , 50 , 1145258
47028 , 572593 , 38 , 1145266
47029 , 572602 , 35 , 1145278
47030 , 572611 , 38 , 1145302
47031 , 572623 , 28 , 1145306
47032 , 572633 , 22 , 1145314
47033 , 572642 , 15 , 1145318
47034 , 572651 , 30 , 1145366
47035 , 572659 , 26 , 1145374
47036 , 572672 , 25 , 1145398
47037 , 572679 , 26 , 1145414
47038 , 572684 , 25 , 1145422
47039 , 572697 , 50 , 1145498
47040 , 572708 , 67 , 1145554
47041 , 572722 , 67 , 1145582
47042 , 572733 , 66 , 1145602
47043 , 572746 , 59 , 1145614
47044 , 572757 , 54 , 1145626
47045 , 572769 , 50 , 1145642
47046 , 572781 , 44 , 1145654
47047 , 572791 , 40 , 1145666
47048 , 572802 , 39 , 1145686
47049 , 572814 , 51 , 1145734
47050 , 572822 , 55 , 1145758
47051 , 572837 , 42 , 1145762
47052 , 572847 , 54 , 1145806
47053 , 572856 , 51 , 1145818
47054 , 572866 , 59 , 1145854
47055 , 572874 , 57 , 1145866
47056 , 572879 , 58 , 1145878
47057 , 572895 , 44 , 1145882
47058 , 572903 , 58 , 1145926
47059 , 572908 , 59 , 1145938
47060 , 572914 , 77 , 1145986
47061 , 572931 , 74 , 1146014
47062 , 572949 , 80 , 1146062
47063 , 572963 , 82 , 1146094
47064 , 572978 , 121 , 1146202
47065 , 572989 , 116 , 1146214
47066 , 573012 , 95 , 1146218
47067 , 573028 , 89 , 1146238
47068 , 573038 , 103 , 1146286
47069 , 573047 , 112 , 1146322
47070 , 573071 , 90 , 1146326
47071 , 573082 , 95 , 1146358
47072 , 573088 , 107 , 1146394
47073 , 573112 , 133 , 1146494
47074 , 573131 , 120 , 1146506
47075 , 573146 , 115 , 1146526
47076 , 573163 , 112 , 1146554
47077 , 573182 , 105 , 1146578
47078 , 573196 , 101 , 1146598
47079 , 573207 , 108 , 1146634
47080 , 573219 , 108 , 1146658
47081 , 573232 , 107 , 1146682
47082 , 573252 , 89 , 1146686
47083 , 573264 , 105 , 1146742
47084 , 573285 , 92 , 1146758
47085 , 573293 , 88 , 1146766
47086 , 573309 , 98 , 1146818
47087 , 573319 , 116 , 1146874
47088 , 573337 , 112 , 1146902
47089 , 573359 , 96 , 1146914
47090 , 573375 , 96 , 1146946
47091 , 573387 , 90 , 1146958
47092 , 573404 , 75 , 1146962
47093 , 573418 , 67 , 1146974
47094 , 573428 , 63 , 1146986
47095 , 573443 , 52 , 1146994
47096 , 573452 , 55 , 1147018
47097 , 573462 , 47 , 1147022
47098 , 573472 , 49 , 1147046
47099 , 573483 , 42 , 1147054
47100 , 573496 , 59 , 1147114
47101 , 573510 , 57 , 1147138
47102 , 573523 , 46 , 1147142
47103 , 573543 , 92 , 1147274
47104 , 573555 , 90 , 1147294
47105 , 573569 , 102 , 1147346
47106 , 573584 , 93 , 1147358
47107 , 573595 , 94 , 1147382
47108 , 573612 , 105 , 1147438
47109 , 573626 , 109 , 1147474
47110 , 573641 , 96 , 1147478
47111 , 573657 , 98 , 1147514
47112 , 573676 , 83 , 1147522
47113 , 573689 , 72 , 1147526
47114 , 573701 , 84 , 1147574
47115 , 573717 , 72 , 1147582
47116 , 573733 , 74 , 1147618
47117 , 573746 , 69 , 1147634
47118 , 573756 , 71 , 1147658
47119 , 573765 , 80 , 1147694
47120 , 573781 , 68 , 1147702
47121 , 573795 , 66 , 1147726
47122 , 573807 , 62 , 1147742
47123 , 573820 , 61 , 1147766
47124 , 573837 , 48 , 1147774
47125 , 573848 , 49 , 1147798
47126 , 573857 , 42 , 1147802
47127 , 573871 , 56 , 1147858
47128 , 573880 , 59 , 1147882
47129 , 573889 , 62 , 1147906
47130 , 573902 , 63 , 1147934
47131 , 573918 , 53 , 1147946
47132 , 573931 , 44 , 1147954
47133 , 573943 , 58 , 1148006
47134 , 573954 , 75 , 1148062
47135 , 573966 , 65 , 1148066
47136 , 573980 , 69 , 1148102
47137 , 573992 , 67 , 1148122
47138 , 574004 , 75 , 1148162
47139 , 574014 , 83 , 1148198
47140 , 574026 , 81 , 1148218
47141 , 574043 , 82 , 1148254
47142 , 574057 , 98 , 1148314
47143 , 574074 , 83 , 1148318
47144 , 574088 , 73 , 1148326
47145 , 574102 , 65 , 1148338
47146 , 574115 , 64 , 1148362
47147 , 574129 , 52 , 1148366
47148 , 574142 , 57 , 1148402
47149 , 574155 , 62 , 1148438
47150 , 574169 , 90 , 1148522
47151 , 574179 , 98 , 1148558
47152 , 574195 , 86 , 1148566
47153 , 574208 , 79 , 1148578
47154 , 574219 , 76 , 1148594
47155 , 574231 , 74 , 1148614
47156 , 574246 , 61 , 1148618
47157 , 574263 , 98 , 1148726
47158 , 574278 , 87 , 1148734
47159 , 574295 , 76 , 1148746
47160 , 574307 , 84 , 1148786
47161 , 574320 , 101 , 1148846
47162 , 574333 , 94 , 1148858
47163 , 574348 , 83 , 1148866
47164 , 574362 , 75 , 1148878
47165 , 574377 , 98 , 1148954
47166 , 574391 , 96 , 1148978
47167 , 574404 , 87 , 1148986
47168 , 574421 , 78 , 1149002
47169 , 574434 , 71 , 1149014
47170 , 574456 , 71 , 1149058
47171 , 574466 , 75 , 1149086
47172 , 574479 , 66 , 1149094
47173 , 574491 , 104 , 1149194
47174 , 574509 , 108 , 1149238
47175 , 574521 , 98 , 1149242
47176 , 574534 , 91 , 1149254
47177 , 574552 , 77 , 1149262
47178 , 574567 , 74 , 1149286
47179 , 574579 , 76 , 1149314
47180 , 574594 , 71 , 1149334
47181 , 574607 , 78 , 1149374
47182 , 574619 , 78 , 1149398
47183 , 574632 , 69 , 1149406
47184 , 574643 , 66 , 1149422
47185 , 574651 , 70 , 1149446
47186 , 574664 , 61 , 1149454
47187 , 574679 , 52 , 1149466
47188 , 574690 , 49 , 1149482
47189 , 574705 , 82 , 1149578
47190 , 574720 , 77 , 1149598
47191 , 574731 , 68 , 1149602
47192 , 574741 , 70 , 1149626
47193 , 574754 , 61 , 1149634
47194 , 574769 , 88 , 1149718
47195 , 574783 , 122 , 1149814
47196 , 574798 , 113 , 1149826
47197 , 574817 , 114 , 1149866
47198 , 574834 , 103 , 1149878
47199 , 574851 , 96 , 1149898
47200 , 574868 , 93 , 1149926
47201 , 574882 , 83 , 1149934
47202 , 574895 , 72 , 1149938
47203 , 574908 , 99 , 1150018
47204 , 574924 , 101 , 1150054
47205 , 574939 , 92 , 1150066
47206 , 574951 , 100 , 1150106
47207 , 574966 , 95 , 1150126
47208 , 574983 , 92 , 1150154
47209 , 574992 , 93 , 1150174
47210 , 575012 , 105 , 1150238
47211 , 575024 , 97 , 1150246
47212 , 575036 , 91 , 1150258
47213 , 575053 , 76 , 1150262
47214 , 575068 , 67 , 1150274
47215 , 575080 , 71 , 1150306
47216 , 575096 , 75 , 1150346
47217 , 575107 , 68 , 1150354
47218 , 575120 , 81 , 1150406
47219 , 575130 , 81 , 1150426
47220 , 575144 , 73 , 1150438
47221 , 575161 , 68 , 1150462
47222 , 575170 , 71 , 1150486
47223 , 575180 , 67 , 1150498
47224 , 575195 , 54 , 1150502
47225 , 575210 , 45 , 1150514
47226 , 575219 , 40 , 1150522
47227 , 575229 , 72 , 1150606
47228 , 575246 , 69 , 1150634
47229 , 575263 , 94 , 1150718
47230 , 575276 , 91 , 1150738
47231 , 575290 , 79 , 1150742
47232 , 575304 , 95 , 1150802
47233 , 575321 , 94 , 1150834
47234 , 575332 , 95 , 1150858
47235 , 575345 , 84 , 1150862
47236 , 575358 , 81 , 1150882
47237 , 575373 , 98 , 1150946
47238 , 575391 , 86 , 1150958
47239 , 575403 , 84 , 1150978
47240 , 575421 , 80 , 1151006
47241 , 575433 , 78 , 1151026
47242 , 575448 , 101 , 1151102
47243 , 575464 , 91 , 1151114
47244 , 575479 , 92 , 1151146
47245 , 575496 , 81 , 1151158
47246 , 575510 , 69 , 1151162
47247 , 575526 , 63 , 1151182
47248 , 575540 , 51 , 1151186
47249 , 575552 , 57 , 1151222
47250 , 575563 , 58 , 1151246
47251 , 575579 , 66 , 1151294
47252 , 575594 , 55 , 1151302
47253 , 575607 , 60 , 1151338
47254 , 575617 , 58 , 1151354
47255 , 575626 , 61 , 1151378
47256 , 575641 , 50 , 1151386
47257 , 575656 , 41 , 1151398
47258 , 575663 , 46 , 1151422
47259 , 575672 , 43 , 1151434
47260 , 575679 , 42 , 1151446
47261 , 575688 , 57 , 1151494
47262 , 575697 , 54 , 1151506
47263 , 575705 , 70 , 1151554
47264 , 575725 , 64 , 1151582
47265 , 575737 , 82 , 1151642
47266 , 575750 , 85 , 1151674
47267 , 575763 , 84 , 1151698
47268 , 575781 , 74 , 1151714
47269 , 575797 , 64 , 1151726
47270 , 575808 , 57 , 1151734
47271 , 575820 , 71 , 1151786
47272 , 575830 , 71 , 1151806
47273 , 575842 , 77 , 1151842
47274 , 575855 , 66 , 1151846
47275 , 575873 , 66 , 1151882
47276 , 575884 , 71 , 1151914
47277 , 575897 , 60 , 1151918
47278 , 575910 , 51 , 1151926
47279 , 575921 , 64 , 1151974
47280 , 575937 , 62 , 1152002
47281 , 575951 , 60 , 1152026
47282 , 575965 , 52 , 1152038
47283 , 575981 , 46 , 1152058
47284 , 575989 , 40 , 1152062
47285 , 576000 , 39 , 1152082
47286 , 576013 , 34 , 1152098
47287 , 576026 , 61 , 1152178
47288 , 576038 , 61 , 1152202
47289 , 576047 , 70 , 1152238
47290 , 576057 , 72 , 1152262
47291 , 576074 , 75 , 1152302
47292 , 576082 , 77 , 1152322
47293 , 576095 , 70 , 1152334
47294 , 576105 , 72 , 1152358
47295 , 576126 , 65 , 1152386
47296 , 576135 , 66 , 1152406
47297 , 576147 , 62 , 1152422
47298 , 576165 , 50 , 1152434
47299 , 576173 , 46 , 1152442
47300 , 576184 , 37 , 1152446
47301 , 576192 , 33 , 1152454
47302 , 576205 , 80 , 1152574
47303 , 576214 , 77 , 1152586
47304 , 576221 , 76 , 1152598
47305 , 576236 , 75 , 1152626
47306 , 576251 , 66 , 1152638
47307 , 576263 , 76 , 1152682
47308 , 576278 , 97 , 1152754
47309 , 576296 , 81 , 1152758
47310 , 576308 , 81 , 1152782
47311 , 576323 , 96 , 1152842
47312 , 576338 , 87 , 1152854
47313 , 576354 , 75 , 1152862
47314 , 576368 , 69 , 1152878
47315 , 576382 , 77 , 1152922
47316 , 576395 , 72 , 1152938
47317 , 576410 , 61 , 1152946
47318 , 576424 , 67 , 1152986
47319 , 576438 , 69 , 1153018
47320 , 576450 , 71 , 1153046
47321 , 576464 , 63 , 1153058
47322 , 576478 , 53 , 1153066
47323 , 576490 , 47 , 1153078
47324 , 576502 , 47 , 1153102
47325 , 576514 , 37 , 1153106
47326 , 576527 , 48 , 1153154
47327 , 576538 , 41 , 1153162
47328 , 576553 , 58 , 1153226
47329 , 576563 , 52 , 1153234
47330 , 576575 , 60 , 1153274
47331 , 576586 , 59 , 1153294
47332 , 576597 , 50 , 1153298
47333 , 576611 , 46 , 1153318
47334 , 576621 , 48 , 1153342
47335 , 576634 , 41 , 1153354
47336 , 576638 , 43 , 1153366
47337 , 576645 , 42 , 1153378
47338 , 576652 , 47 , 1153402
47339 , 576668 , 33 , 1153406
47340 , 576680 , 39 , 1153442
47341 , 576691 , 34 , 1153454
47342 , 576700 , 29 , 1153462
47343 , 576710 , 27 , 1153478
47344 , 576717 , 24 , 1153486
47345 , 576725 , 22 , 1153498
47346 , 576733 , 22 , 1153514
47347 , 576745 , 22 , 1153538
47348 , 576753 , 32 , 1153574
47349 , 576762 , 27 , 1153582
47350 , 576779 , 100 , 1153762
47351 , 576799 , 82 , 1153766
47352 , 576812 , 75 , 1153778
47353 , 576826 , 71 , 1153798
47354 , 576841 , 100 , 1153886
47355 , 576855 , 92 , 1153898
47356 , 576867 , 98 , 1153934
47357 , 576888 , 87 , 1153954
47358 , 576905 , 100 , 1154014
47359 , 576916 , 91 , 1154018
47360 , 576930 , 101 , 1154066
47361 , 576949 , 92 , 1154086
47362 , 576962 , 99 , 1154126
47363 , 576976 , 89 , 1154134
47364 , 576987 , 80 , 1154138
47365 , 577006 , 73 , 1154162
47366 , 577020 , 75 , 1154194
47367 , 577034 , 75 , 1154222
47368 , 577045 , 76 , 1154246
47369 , 577059 , 86 , 1154294
47370 , 577076 , 73 , 1154302
47371 , 577084 , 67 , 1154306
47372 , 577103 , 64 , 1154338
47373 , 577110 , 65 , 1154354
47374 , 577126 , 65 , 1154386
47375 , 577140 , 77 , 1154438
47376 , 577152 , 95 , 1154498
47377 , 577168 , 89 , 1154518
47378 , 577187 , 82 , 1154542
47379 , 577199 , 78 , 1154558
47380 , 577220 , 85 , 1154614
47381 , 577234 , 91 , 1154654
47382 , 577249 , 80 , 1154662
47383 , 577264 , 67 , 1154666
47384 , 577278 , 69 , 1154698
47385 , 577290 , 59 , 1154702
47386 , 577302 , 59 , 1154726
47387 , 577312 , 73 , 1154774
47388 , 577328 , 67 , 1154794
47389 , 577337 , 60 , 1154798
47390 , 577352 , 73 , 1154854
47391 , 577362 , 89 , 1154906
47392 , 577376 , 79 , 1154914
47393 , 577390 , 71 , 1154926
47394 , 577403 , 66 , 1154942
47395 , 577414 , 67 , 1154966
47396 , 577425 , 86 , 1155026
47397 , 577438 , 77 , 1155034
47398 , 577456 , 65 , 1155046
47399 , 577470 , 57 , 1155058
47400 , 577483 , 46 , 1155062
47401 , 577494 , 41 , 1155074
47402 , 577507 , 38 , 1155094
47403 , 577519 , 38 , 1155118
47404 , 577529 , 42 , 1155146
47405 , 577540 , 47 , 1155178
47406 , 577551 , 48 , 1155202
47407 , 577560 , 51 , 1155226
47408 , 577573 , 52 , 1155254
47409 , 577586 , 49 , 1155274
47410 , 577600 , 37 , 1155278
47411 , 577609 , 56 , 1155334
47412 , 577620 , 99 , 1155442
47413 , 577635 , 102 , 1155478
47414 , 577646 , 103 , 1155502
47415 , 577658 , 97 , 1155514
47416 , 577668 , 111 , 1155562
47417 , 577681 , 116 , 1155598
47418 , 577701 , 104 , 1155614
47419 , 577711 , 104 , 1155634
47420 , 577733 , 96 , 1155662
47421 , 577751 , 96 , 1155698
47422 , 577767 , 98 , 1155734
47423 , 577785 , 86 , 1155746
47424 , 577804 , 73 , 1155758
47425 , 577813 , 82 , 1155794
47426 , 577829 , 70 , 1155802
47427 , 577841 , 66 , 1155818
47428 , 577851 , 66 , 1155838
47429 , 577863 , 66 , 1155862
47430 , 577873 , 62 , 1155874
47431 , 577884 , 53 , 1155878
47432 , 577896 , 59 , 1155914
47433 , 577909 , 68 , 1155958
47434 , 577923 , 56 , 1155962
47435 , 577935 , 84 , 1156042
47436 , 577951 , 76 , 1156058
47437 , 577965 , 74 , 1156082
47438 , 577976 , 69 , 1156094
47439 , 577989 , 72 , 1156126
47440 , 578004 , 71 , 1156154
47441 , 578020 , 71 , 1156186
47442 , 578034 , 81 , 1156234
47443 , 578045 , 84 , 1156262
47444 , 578059 , 106 , 1156334
47445 , 578072 , 109 , 1156366
47446 , 578085 , 104 , 1156382
47447 , 578100 , 101 , 1156406
47448 , 578114 , 93 , 1156418
47449 , 578131 , 80 , 1156426
47450 , 578140 , 109 , 1156502
47451 , 578161 , 104 , 1156534
47452 , 578180 , 115 , 1156594
47453 , 578197 , 100 , 1156598
47454 , 578215 , 92 , 1156618
47455 , 578228 , 81 , 1156622
47456 , 578244 , 71 , 1156634
47457 , 578257 , 68 , 1156654
47458 , 578271 , 80 , 1156706
47459 , 578285 , 76 , 1156726
47460 , 578295 , 74 , 1156742
47461 , 578311 , 86 , 1156798
47462 , 578323 , 76 , 1156802
47463 , 578333 , 72 , 1156814
47464 , 578346 , 71 , 1156838
47465 , 578363 , 76 , 1156882
47466 , 578380 , 71 , 1156906
47467 , 578393 , 72 , 1156934
47468 , 578408 , 67 , 1156954
47469 , 578420 , 61 , 1156966
47470 , 578429 , 58 , 1156978
47471 , 578442 , 53 , 1156994
47472 , 578450 , 51 , 1157006
47473 , 578460 , 47 , 1157018
47474 , 578474 , 57 , 1157066
47475 , 578488 , 47 , 1157074
47476 , 578497 , 64 , 1157126
47477 , 578509 , 62 , 1157146
47478 , 578522 , 57 , 1157162
47479 , 578532 , 53 , 1157174
47480 , 578546 , 49 , 1157194
47481 , 578557 , 44 , 1157206
47482 , 578567 , 40 , 1157218
47483 , 578579 , 40 , 1157242
47484 , 578591 , 54 , 1157294
47485 , 578601 , 56 , 1157318
47486 , 578613 , 72 , 1157374
47487 , 578629 , 58 , 1157378
47488 , 578637 , 54 , 1157386
47489 , 578650 , 49 , 1157402
47490 , 578661 , 56 , 1157438
47491 , 578672 , 55 , 1157458
47492 , 578685 , 54 , 1157482
47493 , 578698 , 77 , 1157554
47494 , 578710 , 67 , 1157558
47495 , 578723 , 64 , 1157578
47496 , 578735 , 66 , 1157606
47497 , 578747 , 70 , 1157638
47498 , 578761 , 58 , 1157642
47499 , 578773 , 52 , 1157654
47500 , 578782 , 55 , 1157678
47501 , 578797 , 44 , 1157686
47502 , 578808 , 47 , 1157714
47503 , 578816 , 43 , 1157722
47504 , 578826 , 53 , 1157762
47505 , 578837 , 78 , 1157834
47506 , 578850 , 71 , 1157846
47507 , 578864 , 91 , 1157914
47508 , 578873 , 84 , 1157918
47509 , 578888 , 81 , 1157942
47510 , 578902 , 95 , 1157998
47511 , 578919 , 90 , 1158022
47512 , 578935 , 80 , 1158034
47513 , 578948 , 73 , 1158046
47514 , 578963 , 88 , 1158106
47515 , 578983 , 94 , 1158158
47516 , 579001 , 80 , 1158166
47517 , 579013 , 92 , 1158214
47518 , 579023 , 88 , 1158226
47519 , 579032 , 85 , 1158238
47520 , 579050 , 81 , 1158266
47521 , 579063 , 114 , 1158358
47522 , 579079 , 116 , 1158394
47523 , 579097 , 100 , 1158398
47524 , 579106 , 131 , 1158478
47525 , 579121 , 128 , 1158502
47526 , 579141 , 116 , 1158518
47527 , 579151 , 110 , 1158526
47528 , 579174 , 101 , 1158554
47529 , 579184 , 95 , 1158562
47530 , 579203 , 78 , 1158566
47531 , 579216 , 69 , 1158574
47532 , 579228 , 81 , 1158622
47533 , 579245 , 84 , 1158662
47534 , 579258 , 93 , 1158706
47535 , 579274 , 103 , 1158758
47536 , 579288 , 117 , 1158814
47537 , 579307 , 100 , 1158818
47538 , 579326 , 99 , 1158854
47539 , 579338 , 93 , 1158866
47540 , 579354 , 95 , 1158902
47541 , 579373 , 98 , 1158946
47542 , 579388 , 107 , 1158994
47543 , 579400 , 97 , 1158998
